,TransporterID,Gene_name,Protein_Name_generally,Synonyms,DrugID,Drug_Name,synonyms,final_smiles
588,DTD0025,SLC22A8,Organic anion transporter 3,OAT3; SLC22A8; Solute carrier family 22 member 8; hOAT3,DR00037,Cimetidine,"1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine; 1-Cyano-2-methyl-3-[2-[[(5-methylimidazol-4-yl)methyl]thio]ethyl]guanidine; 1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine; 2-Cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine; 2-Cyano-1-methyl-3-[2-(5-methyl-1H-imidazol-4-yl-methylthio)ethyl]guanidine; 2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl}ethyl)guanidine; 2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; Acibilin; Acinil; Altramet; Biomet400; Brumetidina; C 4522; CIMETIDINE A/AB; Ci metum; Cimal; Cimetadine; Cimetag; Cimetidina; Cimetidina [INN-Spanish]; Cimetidine (JP15/USP/INN); Cimetidine Hcl; Cimetidine [USAN:INN:BAN:JAN]; Cimetidinum; Cimetidinum [INN-Latin]; Cimetum; DRG-0150; Dyspamet; Edalene; Eureceptor; Evicer; FPF 1002; Gastrobitan; Gastromet; Histodil; Magicul; Metracin; N''-Cyano-N-methyl-N'-[2-[(5-methyl-1H-imidazol-4-yl)methylthio]ethyl]guanidine; N''-cyano-N-methyl-N'-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)-ethyl)guanidine; N''-cyano-N-methyl-N'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; N-Cyano-N'-Methyl-N''-(2-(((5-Methyl-1H-Imidazol-4-YL)Methyl)Thio)Ethyl) Guanidine; N-Cyano-N'-methyl-N''-(2-(((5-methyl-1 H-imidazol-4-yl) methyl)thio)ethyl)guanidine; N-Cyano-N'-methyl-N''-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)ethyl)guanidine; N-Cyano-N'-methyl-[2-[[[5-methyl-1H-imidazol-4-yl]methyl]thio]ethyl]guanidine; N-cyano-N'-methyl-N''-(2-([(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl)ethyl)guanidine; N-cyano-N'-methyl-N''-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; Peptol; SK&F-92334; SKF 92334; SKF-92334; Sigmetadine; Tagamet; Tagamet (TN); Tagamet HB (TN); Tagamet HB200 (TN); Tagamet Hb; Tagamet Hb 200; Tagamet, SKF-92334, Tratul, Tametin, Dyspamet, Acinil, Cimetidine; Tametin; Tratul; Ulcedin; Ulcedine; Ulcestop; Ulcimet; Ulcofalk; Ulcomedina; Ulcomet; Ulhys; Valmagen; Venopex",CC1=C(N=CN1)CSCCNC(=NC)NC#N
589,DTD0028,SLC47A2,Multidrug and toxin extrusion protein 2,Kidney-specific H(+)/organic cation antiporter; MATE-2; MATE2; MATE2-B; MATE2-K; MATE2K; SLC47A2; Solute carrier family 47 member 2; hMATE-2,DR00037,Cimetidine,"1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine; 1-Cyano-2-methyl-3-[2-[[(5-methylimidazol-4-yl)methyl]thio]ethyl]guanidine; 1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine; 2-Cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine; 2-Cyano-1-methyl-3-[2-(5-methyl-1H-imidazol-4-yl-methylthio)ethyl]guanidine; 2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl}ethyl)guanidine; 2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; Acibilin; Acinil; Altramet; Biomet400; Brumetidina; C 4522; CIMETIDINE A/AB; Ci metum; Cimal; Cimetadine; Cimetag; Cimetidina; Cimetidina [INN-Spanish]; Cimetidine (JP15/USP/INN); Cimetidine Hcl; Cimetidine [USAN:INN:BAN:JAN]; Cimetidinum; Cimetidinum [INN-Latin]; Cimetum; DRG-0150; Dyspamet; Edalene; Eureceptor; Evicer; FPF 1002; Gastrobitan; Gastromet; Histodil; Magicul; Metracin; N''-Cyano-N-methyl-N'-[2-[(5-methyl-1H-imidazol-4-yl)methylthio]ethyl]guanidine; N''-cyano-N-methyl-N'-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)-ethyl)guanidine; N''-cyano-N-methyl-N'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; N-Cyano-N'-Methyl-N''-(2-(((5-Methyl-1H-Imidazol-4-YL)Methyl)Thio)Ethyl) Guanidine; N-Cyano-N'-methyl-N''-(2-(((5-methyl-1 H-imidazol-4-yl) methyl)thio)ethyl)guanidine; N-Cyano-N'-methyl-N''-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)ethyl)guanidine; N-Cyano-N'-methyl-[2-[[[5-methyl-1H-imidazol-4-yl]methyl]thio]ethyl]guanidine; N-cyano-N'-methyl-N''-(2-([(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl)ethyl)guanidine; N-cyano-N'-methyl-N''-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; Peptol; SK&F-92334; SKF 92334; SKF-92334; Sigmetadine; Tagamet; Tagamet (TN); Tagamet HB (TN); Tagamet HB200 (TN); Tagamet Hb; Tagamet Hb 200; Tagamet, SKF-92334, Tratul, Tametin, Dyspamet, Acinil, Cimetidine; Tametin; Tratul; Ulcedin; Ulcedine; Ulcestop; Ulcimet; Ulcofalk; Ulcomedina; Ulcomet; Ulhys; Valmagen; Venopex",CC1=C(N=CN1)CSCCNC(=NC)NC#N
590,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00046,Levofloxacin,"(-)-(S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid; (-)-(S)-9-fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyridol[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid hemihydrate; (-)-(S)-9-fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7Hpyrido[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid hemihydrate; (-)-Ofloxacin; (3S)-9-fluoro-3-methyl-10-(4-methylpiperazin-1-yl)-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid; (R)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid; (R)-isomer; (S)-(-)-Ofloxacin; (S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid; (S)-Ofloxacin; Aeroquin; Cravit; Cravit (TN); Cravit Ophthalmic; D-Levofloxacin; DR 3354; DR-3355; DR-3355: L-isomer of ofloxacin; DR3355; Elequine; Floxacin; Floxel; HR 355; HR-355; Iquix; Iquix (TN); L-Ofloxacin; LEVAQUIN IN DEXTROSE 5% IN PLASTIC CONTAINER; LFX; LVX; Leroxacin; Lesacin; Levaquin; Levaquin (TN); Levofloxacin (INN); Levofloxacin [USAN:INN:JAN]; Levofloxacin tablet, suspension or intravenous; Levofloxacine; Levofloxacine [INN-French];Levofloxacino [INN-Spanish]; Levofloxacino; Levofloxacinum; Levofloxacinum [INN-Latin]; Levokacin; Levox; Levoxacin; MP-376; Mosardal; Nofaxin; Ofloxacin; Ofloxacin S-(-)-form; Oftaquix; Oftaquix (TN); Quixin; Quixin (TN); R-Ofloxacin; RWJ 25213-097; RWJ-25213; Reskuin; S-(-)-Ofloxacin; Tavanic; Tavanic (TN); Volequin",CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
591,DTD0029,SLCO1A2,Organic anion transporting polypeptide 1A2,OATP-A; OATP1A2; Organic anion-transporting polypeptide 1; SLC21A3; SLCO1A2; Sodium-independent organic anion transporter; Solute carrier family 21 member 3; Solute carrier organic anion transporter family member 1A2,DR00046,Levofloxacin,"(-)-(S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid; (-)-(S)-9-fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyridol[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid hemihydrate; (-)-(S)-9-fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7Hpyrido[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid hemihydrate; (-)-Ofloxacin; (3S)-9-fluoro-3-methyl-10-(4-methylpiperazin-1-yl)-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid; (R)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid; (R)-isomer; (S)-(-)-Ofloxacin; (S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid; (S)-Ofloxacin; Aeroquin; Cravit; Cravit (TN); Cravit Ophthalmic; D-Levofloxacin; DR 3354; DR-3355; DR-3355: L-isomer of ofloxacin; DR3355; Elequine; Floxacin; Floxel; HR 355; HR-355; Iquix; Iquix (TN); L-Ofloxacin; LEVAQUIN IN DEXTROSE 5% IN PLASTIC CONTAINER; LFX; LVX; Leroxacin; Lesacin; Levaquin; Levaquin (TN); Levofloxacin (INN); Levofloxacin [USAN:INN:JAN]; Levofloxacin tablet, suspension or intravenous; Levofloxacine; Levofloxacine [INN-French];Levofloxacino [INN-Spanish]; Levofloxacino; Levofloxacinum; Levofloxacinum [INN-Latin]; Levokacin; Levox; Levoxacin; MP-376; Mosardal; Nofaxin; Ofloxacin; Ofloxacin S-(-)-form; Oftaquix; Oftaquix (TN); Quixin; Quixin (TN); R-Ofloxacin; RWJ 25213-097; RWJ-25213; Reskuin; S-(-)-Ofloxacin; Tavanic; Tavanic (TN); Volequin",CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
592,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00049,Levomilnacipran,"(1S,2R)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide; (1S,2R)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropanecarboxamide; 96847-54-0; AC1OCEN8; CHEMBL99946; F 2695; F-2695; Fetzima; Levomilnacipran (USAN/INN); Levomilnacipran HCl; Levomilnacipran [USAN:INN]; Milnacipram; UGM0326TXX; UNII-UGM0326TXX",CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
593,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00054,Quinine,"(+)-Quinidine; (-)-Quinine; (1R)-(6-Methoxyquinolin-4-yl)((1S,4S,5R)-5-vinylquinuclidin-2-yl)methanol; (3A,8A,9r)-6'-methoxycinchonan-9-ol; (5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (8-alpha,9R)-6'-Methoxycinchonan-9-ol; (8.alpha.,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-Quinine; (9R)-6'-methoxy-8alpha-cinchonan-9-ol; (R)-(-)-Quinine, 6-methoxycinchonidine; (R)-(-)-quinine; (R)-(6-Methoxy-quinolin-4-yl)-((2S,5S)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol; (R)-(6-methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol; (R)-[(2S,4R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (S)-(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (S)-[(2R,4R,5S)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; 6'-Methoxycinchonan-9-ol; 6'-Methoxycinchonidine; 6'-Methoxycinchonine; 6-Methoxycinchonine; Aflukin; Alpha-(6-Methoxy-4-quinoyl)-5-vinyl-2-quinclidinemethanol; Beta-Quinine; Biquinate (*Bisulfate heptathydrate*); Chinin; Chinin [German]; Chinine; Chininum; Cin-Quin; Cinchonan-9-ol, 6'-methoxy-, (8.alpha.,9R)-, sulfate; Coco-Quinine; Conchinin; Conquinine; Dentojel (*Bisulfate heptathydrate*); IBS-L0034250; Kinder Quinina; Kinder Quinina (TN); LT00645788;Q0028; Legatrin (TN); QUININE MONO HCL; Quinamm (*2:1 Sulfate salt*), dihydrate; Quindan; Quine (*2:1 Sulfate salt*, dihydrate); Quinidex; Quinidine; Quinimax; Quinina; Quinine (BAN); Quinine Dab; Quinine [BAN]; Quinine anhydrous; Quinine bisulfate; Quinine sulfate; Quinine sulphate; Quinine, Anhydrous; Quinine, polymers; Quinine, tannate; Quinineanhydrous; Quinoline alkaloid; Quinora; Quinsan (*2:1 Sulfate salt*), dihydrate; Quniacridine; SB01652",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
594,DTD0006,SLC22A2,Organic cation transporter 2,OCT2; SLC22A2; Solute carrier family 22 member 2; hOCT2,DR00054,Quinine,"(+)-Quinidine; (-)-Quinine; (1R)-(6-Methoxyquinolin-4-yl)((1S,4S,5R)-5-vinylquinuclidin-2-yl)methanol; (3A,8A,9r)-6'-methoxycinchonan-9-ol; (5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (8-alpha,9R)-6'-Methoxycinchonan-9-ol; (8.alpha.,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-Quinine; (9R)-6'-methoxy-8alpha-cinchonan-9-ol; (R)-(-)-Quinine, 6-methoxycinchonidine; (R)-(-)-quinine; (R)-(6-Methoxy-quinolin-4-yl)-((2S,5S)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol; (R)-(6-methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol; (R)-[(2S,4R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (S)-(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (S)-[(2R,4R,5S)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; 6'-Methoxycinchonan-9-ol; 6'-Methoxycinchonidine; 6'-Methoxycinchonine; 6-Methoxycinchonine; Aflukin; Alpha-(6-Methoxy-4-quinoyl)-5-vinyl-2-quinclidinemethanol; Beta-Quinine; Biquinate (*Bisulfate heptathydrate*); Chinin; Chinin [German]; Chinine; Chininum; Cin-Quin; Cinchonan-9-ol, 6'-methoxy-, (8.alpha.,9R)-, sulfate; Coco-Quinine; Conchinin; Conquinine; Dentojel (*Bisulfate heptathydrate*); IBS-L0034250; Kinder Quinina; Kinder Quinina (TN); LT00645788;Q0028; Legatrin (TN); QUININE MONO HCL; Quinamm (*2:1 Sulfate salt*), dihydrate; Quindan; Quine (*2:1 Sulfate salt*, dihydrate); Quinidex; Quinidine; Quinimax; Quinina; Quinine (BAN); Quinine Dab; Quinine [BAN]; Quinine anhydrous; Quinine bisulfate; Quinine sulfate; Quinine sulphate; Quinine, Anhydrous; Quinine, polymers; Quinine, tannate; Quinineanhydrous; Quinoline alkaloid; Quinora; Quinsan (*2:1 Sulfate salt*), dihydrate; Quniacridine; SB01652",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
595,DTD0010,SLC22A1,Organic cation transporter 1,OCT1; SLC22A1; Solute carrier family 22 member 1; hOCT1; oct1_cds,DR00054,Quinine,"(+)-Quinidine; (-)-Quinine; (1R)-(6-Methoxyquinolin-4-yl)((1S,4S,5R)-5-vinylquinuclidin-2-yl)methanol; (3A,8A,9r)-6'-methoxycinchonan-9-ol; (5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (8-alpha,9R)-6'-Methoxycinchonan-9-ol; (8.alpha.,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-Quinine; (9R)-6'-methoxy-8alpha-cinchonan-9-ol; (R)-(-)-Quinine, 6-methoxycinchonidine; (R)-(-)-quinine; (R)-(6-Methoxy-quinolin-4-yl)-((2S,5S)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol; (R)-(6-methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol; (R)-[(2S,4R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (S)-(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (S)-[(2R,4R,5S)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; 6'-Methoxycinchonan-9-ol; 6'-Methoxycinchonidine; 6'-Methoxycinchonine; 6-Methoxycinchonine; Aflukin; Alpha-(6-Methoxy-4-quinoyl)-5-vinyl-2-quinclidinemethanol; Beta-Quinine; Biquinate (*Bisulfate heptathydrate*); Chinin; Chinin [German]; Chinine; Chininum; Cin-Quin; Cinchonan-9-ol, 6'-methoxy-, (8.alpha.,9R)-, sulfate; Coco-Quinine; Conchinin; Conquinine; Dentojel (*Bisulfate heptathydrate*); IBS-L0034250; Kinder Quinina; Kinder Quinina (TN); LT00645788;Q0028; Legatrin (TN); QUININE MONO HCL; Quinamm (*2:1 Sulfate salt*), dihydrate; Quindan; Quine (*2:1 Sulfate salt*, dihydrate); Quinidex; Quinidine; Quinimax; Quinina; Quinine (BAN); Quinine Dab; Quinine [BAN]; Quinine anhydrous; Quinine bisulfate; Quinine sulfate; Quinine sulphate; Quinine, Anhydrous; Quinine, polymers; Quinine, tannate; Quinineanhydrous; Quinoline alkaloid; Quinora; Quinsan (*2:1 Sulfate salt*), dihydrate; Quniacridine; SB01652",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
596,DTD0023,SLC22A5,Organic cation/carnitine transporter 2,CDSP; High-affinity sodium-dependent carnitine cotransporter; OCTN2; SLC22A5; Solute carrier family 22 member 5,DR00054,Quinine,"(+)-Quinidine; (-)-Quinine; (1R)-(6-Methoxyquinolin-4-yl)((1S,4S,5R)-5-vinylquinuclidin-2-yl)methanol; (3A,8A,9r)-6'-methoxycinchonan-9-ol; (5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (8-alpha,9R)-6'-Methoxycinchonan-9-ol; (8.alpha.,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-Quinine; (9R)-6'-methoxy-8alpha-cinchonan-9-ol; (R)-(-)-Quinine, 6-methoxycinchonidine; (R)-(-)-quinine; (R)-(6-Methoxy-quinolin-4-yl)-((2S,5S)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol; (R)-(6-methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol; (R)-[(2S,4R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (S)-(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (S)-[(2R,4R,5S)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; 6'-Methoxycinchonan-9-ol; 6'-Methoxycinchonidine; 6'-Methoxycinchonine; 6-Methoxycinchonine; Aflukin; Alpha-(6-Methoxy-4-quinoyl)-5-vinyl-2-quinclidinemethanol; Beta-Quinine; Biquinate (*Bisulfate heptathydrate*); Chinin; Chinin [German]; Chinine; Chininum; Cin-Quin; Cinchonan-9-ol, 6'-methoxy-, (8.alpha.,9R)-, sulfate; Coco-Quinine; Conchinin; Conquinine; Dentojel (*Bisulfate heptathydrate*); IBS-L0034250; Kinder Quinina; Kinder Quinina (TN); LT00645788;Q0028; Legatrin (TN); QUININE MONO HCL; Quinamm (*2:1 Sulfate salt*), dihydrate; Quindan; Quine (*2:1 Sulfate salt*, dihydrate); Quinidex; Quinidine; Quinimax; Quinina; Quinine (BAN); Quinine Dab; Quinine [BAN]; Quinine anhydrous; Quinine bisulfate; Quinine sulfate; Quinine sulphate; Quinine, Anhydrous; Quinine, polymers; Quinine, tannate; Quinineanhydrous; Quinoline alkaloid; Quinora; Quinsan (*2:1 Sulfate salt*), dihydrate; Quniacridine; SB01652",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
597,DTD0151,SLC22A4,Organic cation/carnitine transporter 1,DFNB60; ET transporter; ETT; Ergothioneine transporter; OCTN1; SLC22A4; Solute carrier family 22 member 4; UT2H,DR00054,Quinine,"(+)-Quinidine; (-)-Quinine; (1R)-(6-Methoxyquinolin-4-yl)((1S,4S,5R)-5-vinylquinuclidin-2-yl)methanol; (3A,8A,9r)-6'-methoxycinchonan-9-ol; (5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (8-alpha,9R)-6'-Methoxycinchonan-9-ol; (8.alpha.,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-6'-Methoxycinchonan-9-ol; (8S,9R)-Quinine; (9R)-6'-methoxy-8alpha-cinchonan-9-ol; (R)-(-)-Quinine, 6-methoxycinchonidine; (R)-(-)-quinine; (R)-(6-Methoxy-quinolin-4-yl)-((2S,5S)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol; (R)-(6-methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol; (R)-[(2S,4R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; (S)-(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol; (S)-[(2R,4R,5S)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol; 6'-Methoxycinchonan-9-ol; 6'-Methoxycinchonidine; 6'-Methoxycinchonine; 6-Methoxycinchonine; Aflukin; Alpha-(6-Methoxy-4-quinoyl)-5-vinyl-2-quinclidinemethanol; Beta-Quinine; Biquinate (*Bisulfate heptathydrate*); Chinin; Chinin [German]; Chinine; Chininum; Cin-Quin; Cinchonan-9-ol, 6'-methoxy-, (8.alpha.,9R)-, sulfate; Coco-Quinine; Conchinin; Conquinine; Dentojel (*Bisulfate heptathydrate*); IBS-L0034250; Kinder Quinina; Kinder Quinina (TN); LT00645788;Q0028; Legatrin (TN); QUININE MONO HCL; Quinamm (*2:1 Sulfate salt*), dihydrate; Quindan; Quine (*2:1 Sulfate salt*, dihydrate); Quinidex; Quinidine; Quinimax; Quinina; Quinine (BAN); Quinine Dab; Quinine [BAN]; Quinine anhydrous; Quinine bisulfate; Quinine sulfate; Quinine sulphate; Quinine, Anhydrous; Quinine, polymers; Quinine, tannate; Quinineanhydrous; Quinoline alkaloid; Quinora; Quinsan (*2:1 Sulfate salt*), dihydrate; Quniacridine; SB01652",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
