TransporterID	Gene_name	Protein_Name_generally	Synonyms	DrugID	Drug_Name	synonyms
DTD0002	ABCC2	Multidrug resistance-associated protein 2	ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2	DR01545	Pitavastatin	Pitavastatin; Itavastatin; Livalo; NK 104; Pitavastatin [INN]; Pitavastatin calcium; UNII-M5681Q5F9P; NK-104; C25H24FNO4; M5681Q5F9P; Zypitamag; Flovas; (3R,5S,6E)-7-(2-Cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl)-3,5-dihydroxyhept-6-enoic acid; P 872441; P-872441; (3R,5S,6E)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoic acid; ( )-(3R,5S,6E)-7-(2-Cyclopropyl-4-(4-fluorophenyl)-3-quinolyl)-3,5-dihydroxy-6-heptenoic acid; NK 104 (acid); Pitavastatin calcium (JAN)
DTD0002	ABCC2	Multidrug resistance-associated protein 2	ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2	DR01604	Alpha-Zearalenol	alpha-Zearalenol; trans-Zearalenol; cis-Zearalenol; alpha zearalenol; UNII-59D4EVJ5KC; Zearalenol; 59D4EVJ5KC; CHEMBL371463; CHEBI:35065; A-ZEARALENOL; (3S,7R,11E)-7,14,16-trihydroxy-3-methyl-3,4,5,6,7,8,9,10-octahydro-1H-2-benzoxacyclotetradecin-1-one; .alpha.-Zearalenol; (-)-; A-Zearalenol; (2E,7R,11S)-7,15,17-trihydroxy-11-methyl-12-oxabicyclo[12.4.0]octadeca-1(18),2,14,16-tetraen-13-one; 36J; AC1NR4TQ; SCHEMBL343610; SCHEMBL109175; BIDD:ER0100; SGCUT00105; DTXSID8022402; FPQFYIAXQDXNOR-QDKLYSGJSA-N
DTD0002	ABCC2	Multidrug resistance-associated protein 2	ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2	DR01605	Taxifolin	TAXIFOLIN; (+)-Taxifolin; dihydroquercetin; Distylin; Taxifoliol; (2R,3R)-Dihydroquercetin; (+)-Dihydroquercetin; TAXIFOLIN-(+); Lavitol; Lariksin; taxifolin (dihydroquercetin); 3,5,7,3',4'-Pentahydroxyflavanone; UNII-9SOB9E3987; trans-Dihydroquercetin; 4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-2,3-dihydro-3,5,7-trihydroxy-, (2R,3R)-; (+)-trans-Taxifolin; (2R,3R)-2-(3,4-DIHYDROXYPHENYL)-3,5,7-TRIHYDROXY-2,3-DIHYDRO-4H-CHROMEN-4-ONE; (2R,3R)-3,3',4',5,7-Pentahydroxyflavanone
DTD0002	ABCC2	Multidrug resistance-associated protein 2	ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2	DR01640	Scutellarin	Scutellarin; Breviscapin; Scutellarein-7-glucuronide; Scutellarin B; Breviscapine; Scutellarein-7beta-D-glucuronide; Scutellarein 7-beta-D-glucuronide; Scutellarein-7beta-D-glucuronoside; Scutellarein-7-O-beta-D-glucuronide; UNII-16IGP0ML9A; Scutellarein 7-b-D-glucuronide; Scutellarein 7-O-beta-D-glucuronide; 16IGP0ML9A; SCUTELLAREIN 7-O-GLUCURONIDE; beta-D-Glucopyranosiduronic acid, 5,6-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-7-yl
DTD0002	ABCC2	Multidrug resistance-associated protein 2	ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2	DR01698	Glutathione-S-S-glutathione	oxiglutatione; glutathione disulfide; GSSG; oxidized glutathione; Glutathione disulphide; L-Glutathione oxidized; Glutathione-ssg; Glutathione, oxidized; Oxigluthione; glutathione oxidized; Glutathone disulfide; Bi(glutathion-S-yl); Oxidized L-glutathione; L-Oxidized glutathione; L(-)-Glutathione; Oxiglutatione [INN]; S,S'-Ethylenebis(glutathione); Oxiglutationum [INN-Latin]; Oxiglutationa [INN-Spanish]; CCRIS 780; OXIDIZED GLUTATHIONE DISULFIDE; Glutathiol; UNII-ULW86O013H
DTD0002	ABCC2	Multidrug resistance-associated protein 2	ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2	DR01725	Olamufloxacin	Olamufloxacin; HSR-903; UNII-LJG8KL1435; HSR 903; LJG8KL1435; J-502473; (S)-5-Amino-7-(7-amino-5-azaspiro[2.4]heptan-5-yl)-1-cyclopropyl-6-fluoro-8-methyl-4-oxo-1,4-dihydroquinoline-3-carboxylic acid; (S)-(-)-5-Amino-7-(7-amino-5-azaspiro[2,4]hept-5-yl)-1-cyclopropyl-6-fluoro-1,4-dihydro-8-methyl-4-oxoquinoline-3-carboxylic acid; 5-amino-7-[(7S)-7-amino-5-azaspiro[2.4]heptan-5-yl]-1-cyclopropyl-6-fluoro-8-methyl-4-oxo-quinoline-3-carboxylic acid; Olamufloxacin [INN]; AC1Q5RCW; AC1L9XAZ; SCHEMBL1851976
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00001	Fesoterodine fumarate	Toviaz (TN)
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00002	Paraquat	1,1'-dimethyl-4,4' bipyridinium dichloride
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00008	Venetoclax	Venclexta
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00013	Nilotinib	Nilotinib; Tasigna; AMN107; AMN 107; AMN-107; Nilotinib(AMN-107); Nilotinib (AMN-107); UNII-F41401512X; 4-methyl-N-[3-(4-methyl-1H-imidazol-1-yl)-5-(trifluoromethyl)phenyl]-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]benzamide; 4-Methyl-3-((4-(3-pyridinyl)-2-pyrimidinyl)amino)-N-(5-(4-methyl-1H-imidazol-1-yl)-3-(trifluoromethyl)phenyl)benzamide; CHEMBL255863; C28H22F3N7O; HHZIURLSWUIHRB-UHFFFAOYSA-N; NSC747599; MFCD09833716
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00014	Simeprevir	TMC436
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00016	Meperidine	1-Methyl-4-phenyl-4-piperidinecarboxylic acid ethyl ester; 1-Methyl-4-phenyl-piperidin-4-carbon-saeure-aethylester; 1-Methyl-4-phenyl-piperidin-4-carbon-saeure-aethylester [German]; 1-Methyl-4-phenylisonipecotic acid, ethyl ester;1-Methyl-4-phenylpiperidine-4-carboxylic acid ethyl ester; 4-Carbethoxy-1-methyl-4-phenylpiperidine; 4-Piperidinecarboxylic acid, 1-methyl-4-phenyl-, ethyl ester; Demarol; Demerol; Demerol (TN); Dolcontral; Dolosal; Dolsin; Ethyl 1-methyl-4-phenylisonipecotate; Ethyl 1-methyl-4-phenylpiperidine-4-carboxylate; Isonipecain; Isonipecaine; Isonipecotic acid, 1-methyl-4-phenyl-, ethyl ester; Lidol; Lydol; Meperidine solution; Meperidol; Methyl phenylpiperidine carbonic acid ethyl ester; N-Methyl-4-phenyl-4-carbethoxypiperidine; Nemerol; Operidine EPJ I; Operidine EPJ-I; Pethanol; Pethidin; Pethidine; Pethidine (INN); Pethidine DBL; Pethidine DBL (TN); Pethidineter; Pethidinum; Pethidinum [INN-Latin]; Petidina; Petidina [INN-Spanish]; Petydyna; Petydyna [Polish]; Phetidine; Piperosal; Pipersal; YIsonipecotic acid, 1-methyl-4-phenyl-, ethyl ester (8CI)
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00019	Estrone sulfate	Estrone 3-sulfate; Estrone hydrogen sulfate; Estrone sulphate; [3H]-estrone hydrogen sulfate; [3H]-estrone-3-sulphate; [3H]estrone-3-sulfate; [3H]estrone-3-sulphate
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00021	Teniposide	4'-Demethyl-epipodophyllotoxin-beta-D-thenylidene-glucoside; 4'-Demethylepipodophyllotoxin 9-(4,6-O-(R)-2-thenylidene-beta-D-glucopyranoside); 4'-Demethylepipodophyllotoxin 9-(4,6-O-2-thenylidene-beta-D-glucopyranoside); 4'-Demethylepipodophyllotoxin thenylidene glucoside; 4'-Demethylepipodophyllotoxin-beta-D-thenylidine glucoside; 4'-Dimethyl-9-(4,6-O-2-thenyid)-epipodophyllotoxin; 4-Demethylepipodophyllotoxin-.beta.-D-thenylideneglucoside; Demethyl Epipodophyllotoxin Thenylidine Glucoside; Epipodophyllotoxin, 4'-demethyl-, 9-(4,6-O-2-thenylidene-beta-D-glucopyranoside); PTG; Teniposide (USAN/INN); Teniposide [USAN:BAN:INN]; Teniposido; Teniposido [INN-Spanish]; Teniposidum; Teniposidum [INN-Latin]; VM 26; VM-26; VM-26 (TN); Vee M-26; Veham-Sandoz; Vehem; Vumon; Vumon (TN); Vumon, VM-26, Vehem, NSC 122819, Teniposide
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00026	Fexofenadine	2-[4-(1-hydroxy-4-{4-[hydroxy(diphenyl)methyl]piperidin-1-yl}butyl)phenyl]-2-methylpropanoic acid; 2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid; 4-(1-Hydroxy-4-(4-(hydroxydiphenylmethyl)-1-piperidinyl)butyl)-alpha,alpha-dimethylbenzeneacetic acid; Allegra (TN); Carboxyterfenadine; F 9427; Fastofen (TN); Fexofenadine (INN); Fexofenadine [INN:BAN]; Fexofendine; MDL 16455; Telfast (TN); Terfenadine acid metabolite; Terfenadine carboxylate; Terfenadine-COOH; Terfenidine carboxylate, MDL 16455; Tilfur (TN)
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00029	Moxidectin	C37H53NO8; Cydectin; Moxidectin [USAN:INN:BAN]; Moxidectina; Moxidectina [INN-Spanish]; Moxidectine; Moxidectine [INN-French]; Moxidectinum; Moxidectinum [INN-Latin]; NGU5H31YO9; ProHeart 6; UNII-NGU5H31YO9
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00030	Atorvastatin	(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid; (3R,5R)-7-[3-(anilinocarbonyl)-5-(4-fluorophenyl)-2-isopropyl-4-phenyl-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid; (R-(R*,R*))-2-(4-Fluorophenyl)-beta,delta-dihydroxy-5-(1-methylethyl)-3-phenyl-4-((phenylamino)carbonyl)-1H-pyrrole-1-heptanoic acid; (betaR,deltaR)-2-(p-Fluorophenyl)-beta,delta-dihydroxy-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)pyrrole-1-heptanoic acid; 7-[2-(4-FLUORO-PHENYL)-5-ISOPROPYL-3-PHENYL-4-PHENYLCARBAMOYL-PYRROL-1-YL]-3,5-DIHYDROXY-HEPTANOIC ACID; Atogal; Atorlip; Atorpic; Atorvastatin (INN); Atorvastatin [INN:BAN]; Atorvastatina; Atorvastatine; Atorvastatinium; Atrovastin; Cardyl; Faboxim; Lipitor (TN); Lipitor(TM); Lipotropic; Lipovastatinklonal; Liprimar; Lowden; Sincol; Sortis; Sortis (TN); Sotis; Torvacard; Torvast; Totalip; Tozalip; Tulip; Vastina; Xanator; Xarator; Xavator; Zurinel
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00032	Imatinib	112GI019; 4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE; 4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]-phenyl]benzamide; 4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide methanesulfonate; 4-[(4-methylpiperazin-1-yl)methyl]-N-(4-methyl-3-{[4-(pyridin-3-yl)pyrimidin-2-yl]amino}phenyl)benzamide; 4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide; 4-[(4-methylpiperazin-1-yl)methyl]-N-{4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl}benzamide; Alpha-(4-Methyl-1-piperazinyl)-3'-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-tolu-p-toluidide; Benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-(9CI); CGP 57148B; Cgp 57148; Glamox; Glamox (TN); Gleevec (TN); Glivec (TN); Imatinib (INN); Imatinib Methansulfonate; Imatinib [INN:BAN]; Imatinib free base; N-(3-(4-(pyridin-3-yl)pyrimidin-2-ylamino)-4-methylphenyl)-4-((4-methylpiperazin-1-yl)methyl)benzamide; STI; STI 571; STI571; Sti-571
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00033	Atenolol	(+-)-4-(2-Hydroxy-3-isopropylaminopropoxy)phenylacetamide; (+-)-Atenolol; (+/-)-4-[2-Hydroxy-3-[(1-methylethyl)amino]propoxy]benzeneacetamide; (1)-2-(4-(2-Hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide; (inverted question mark)-Atenolol; 1-p-Carbamoylmethylphenoxy-3-isopropylamino-2-propanol; 2-(4-(2-Hydroxy-3-isopropylaminopropoxy)phenyl)acetamid; 2-(4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)acetamide; 2-(p-(2-Hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide; 2-[4-(2-Hydroxy-3-isopropylaminopropoxy)phenyl]acetamide; 2-[4-({2-hydroxy-3-[(1-methylethyl)amino]propyl}oxy)phenyl]acetamide; 2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide; 2-{4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl}acetamide; 4-(2-Hydroxy-3-((1-methylethyl)amino)propoxy)benzeneacetamide; 4-[2'-Hydroxy-3'-(isopropylamino)propoxy]phenylacetamide; 4-[2-Hydroxy-3-(isopropylamino)-propoxy]phenylacetamide; A 7655; Acetamide,2-(p-(2-hydroxy-3-(isopropylamino)propoxy)phenyl); Aircrit; Alinor; Altol; Anselol; Antipressan; Apo-Atenolol; Atcardil; Atecard; Atehexal; Atenblock; Atendol; Atenet; Ateni; Atenil; Atenol; Atenol 1A pharma; Atenol AL; Atenol Atid; Atenol Cophar; Atenol Fecofar; Atenol GNR; Atenol Gador; Atenol Genericon; Atenol Heumann; Atenol MSD; Atenol NM Pharma; Atenol Nordic; Atenol PB; Atenol Quesada; Atenol Stada; Atenol Tika; Atenol Trom; Atenol acis; Atenol ct; Atenol von ct; Atenol-Mepha; Atenol-Wolff; Atenol-ratiopharm; Atenolin; Atenolol (JP15/USP/INN); Atenolol [USAN:INN:BAN:JAN]; Atenololum; Atenololum [INN-Latin]; Atenomel; Atereal; Aterol; Betablok; Betacard; Betasyn; Betatop Ge; Blocotenol; Blokium; Cardaxen; Cardiopress; Corotenol; Cuxanorm; Duraatenolol; Duratenol; Evitocor; Farnormin; Felo-Bits; Hipres; Hypoten; Ibinolo; Internolol; Jenatenol; Juvental; Lo-ten; Loten; Lotenal; Myocord; Neatenol; Normalol; Normiten; Noten; Oraday; Ormidol; Panapres; Plenacor; Premorine; Prenolol; Prenormine; Prinorm; Scheinpharm Atenol; Seles beta; Selobloc; Serten; Servitenol; Stermin; Tenidon; Teno-basan; Tenobloc; Tenoblock; Tenolol; Tenoprin; Tenormin; Tenormin (TN); Tenormine; Tenormine [French]; Tensimin; Tensotin; Tredol; Unibloc; Uniloc; Vascoten; Vericordin; Wesipin; Xaten
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00035	Axitinib	AG 013736; AG-013736; AG-013736, Axitinib; AG-13736; AG013736; Axitinib (VEGFR inhibitor); N-methyl-2-((3-((1E)-2-(pyridin-2-yl)ethenyl)-1H-indazol-6-yl)sulfanyl)benzamide; N-methyl-2-[[3-[(E)-2-pyridin-2-ylethenyl]-1H-indazol-6-yl]sulfanyl]benzamide
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00036	Cholesterol	(-)-Cholesterol; (3beta)-cholest-5-en-3-ol; 3-beta-Hydroxycholest-5-ene; 3beta-Hydroxycholest-5-ene; 5-Cholesten-3beta-ol; 5:6-Cholesten-3beta-ol; CCRIS 2834; Cholest-5-en-3-beta-ol; Cholest-5-en-3-ol (3beta)-; Cholest-5-en-3beta-ol; Cholesterin; Cholesterine; Cholesterol base H; Cholesteryl alcohol; Cholestrin; Cholestrol; Cordulan; Dastar; Dusoline; Dusoran; Dythol; HSDB 7; Hydrocerin; Kathro; Lanol; Lidinit; Lidinite; Nimco cholesterol base H; Provitamin D; Super hartolan; Tegolan; Tegolan (VAN); Wool alcohols B. P.
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00037	Cimetidine	1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine; 1-Cyano-2-methyl-3-[2-[[(5-methylimidazol-4-yl)methyl]thio]ethyl]guanidine; 1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine; 2-Cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine; 2-Cyano-1-methyl-3-[2-(5-methyl-1H-imidazol-4-yl-methylthio)ethyl]guanidine; 2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl}ethyl)guanidine; 2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; Acibilin; Acinil; Altramet; Biomet400; Brumetidina; C 4522; CIMETIDINE A/AB; Ci metum; Cimal; Cimetadine; Cimetag; Cimetidina; Cimetidina [INN-Spanish]; Cimetidine (JP15/USP/INN); Cimetidine Hcl; Cimetidine [USAN:INN:BAN:JAN]; Cimetidinum; Cimetidinum [INN-Latin]; Cimetum; DRG-0150; Dyspamet; Edalene; Eureceptor; Evicer; FPF 1002; Gastrobitan; Gastromet; Histodil; Magicul; Metracin; N''-Cyano-N-methyl-N'-[2-[(5-methyl-1H-imidazol-4-yl)methylthio]ethyl]guanidine; N''-cyano-N-methyl-N'-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)-ethyl)guanidine; N''-cyano-N-methyl-N'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; N-Cyano-N'-Methyl-N''-(2-(((5-Methyl-1H-Imidazol-4-YL)Methyl)Thio)Ethyl) Guanidine; N-Cyano-N'-methyl-N''-(2-(((5-methyl-1 H-imidazol-4-yl) methyl)thio)ethyl)guanidine; N-Cyano-N'-methyl-N''-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)ethyl)guanidine; N-Cyano-N'-methyl-[2-[[[5-methyl-1H-imidazol-4-yl]methyl]thio]ethyl]guanidine; N-cyano-N'-methyl-N''-(2-([(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl)ethyl)guanidine; N-cyano-N'-methyl-N''-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine; Peptol; SK&F-92334; SKF 92334; SKF-92334; Sigmetadine; Tagamet; Tagamet (TN); Tagamet HB (TN); Tagamet HB200 (TN); Tagamet Hb; Tagamet Hb 200; Tagamet, SKF-92334, Tratul, Tametin, Dyspamet, Acinil, Cimetidine; Tametin; Tratul; Ulcedin; Ulcedine; Ulcestop; Ulcimet; Ulcofalk; Ulcomedina; Ulcomet; Ulhys; Valmagen; Venopex
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00039	Glutathione	5-L-Glutamyl-L-cysteinylglycine; 70-18-8; Agifutol S; Copren; Deltathione; GSH; Glutathion; Glutathione; Glutathione (reduced); Glutathione SH; Glutathione [JAN]; Glutathione-SH; Glutatiol; Glutatione; Glutide; Glutinal; Isethion; L-Glutathione reduced; L-Glutatione; L-gamma-glutamyl-L-cysteinylglycine; Ledac; Neuthion; Panaron; Tathion; Tathione; Triptide; gamma-L-Glutamyl-L-cysteinylglycine; gamma-L-Glutamylcysteinylglycine; gamma-L-glutamyl-L-cysteinyl-glycine; glutathione red; red. glutathione; reduced glutathione
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00044	Topotecan	(4S)-10-[(dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; (S)-10-((Dimethylamino)methyl)-4-ethyl-4,9-dihydroxy-1H-pyrano(3',4':6,7)indolizino(1,2-b)quinoline-3,14(4H,12H)-dione; (S)-10-[(DIMETHYLAMINO)METHYL]-4-ETHYL-4,9-DIHYDROXY-1H-PYRANO[3',4':6,7]INOLIZINO[1,2-B]-QUINOLINE-3,14(4H,12H)-DIONE; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]-quinoline-3,14(4H,12H)-dione; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; 9-Dimethylaminomethyl-10-hydroxycamptothecin; Hycamptamine; Hycamptin; Hycamtamine; Hycamtin; Hycamtin (TN); SK&F-104864-A; SKF 104864; SKF-104864-A; SKF-S 104864; TOPOTECAN, HYCAMTIN; Topotecan (BAN); Topotecan Monohydrochloride, (S)-Isomer; Topotecan [INN:BAN]; Topotecan lactone; Topotecane; Topotecane [INN-French]; Topotecanum; Topotecanum [INN-Latin]
DTD0003	ABCB1	P-glycoprotein 1	ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1	DR00045	Pravastatin	(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(2S)-2-methylbutanoyl]oxy}-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid; (3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid; 1,2,6,7,8,8a-hexahydro-beta,delta,6-trihydroxy-2-methyl-8-(2-methyl-1-oxobutoxy)-, (1S-(1alpha(betaS*,deltaS*),2alpha,6alpha,8beta(R*),8aalpha))-1-Naphthaleneheptanoic acid; Eptastatin; KS-5015; Oliprevin; Pravachol (TN); Pravastatin (INN); Pravastatin Sodium Salt; Pravastatin [INN:BAN]; Pravastatin tert-Octylamine Salt; Pravastatina; Pravastatina [Spanish]; Pravastatine; Pravastatine [French]; Pravastatinum; Pravastatinum [Latin]; Pravator; Pravator (TN); RMS-431; SQ-31,000; Selektine (TN); Vasten
